" " "Código [-]" "Gentílico [-]" "Prefeito [2017]" "Área Territorial - km² [2018]" "População estimada - pessoas [2019]" "Densidade demográfica - hab/km² [2010]" "Escolarização <span>6 a 14 anos</span> - % [2010]" "IDHM <span>Índice de desenvolvimento humano municipal</span> [2010]" "Mortalidade infantil - óbitos por mil nascidos vivos [2017]" "Receitas realizadas - R$ (×1000) [2017]" "Despesas empenhadas - R$ (×1000) [2017]" "PIB per capita - R$ [2017]"
Fartura 3515400 farturense "HAMILTON CESAR BORTOTTI" 429,171 16036 35,7 97,4 0,732 5 49079,06304 43959,59744 24248,01
Fernandópolis 3515509 fernandopolense "ANDRÉ GIOVANNI PESSUTO CANDIDO" 549,797 69116 117,62 99,4 0,797 17,65 199250,69195 174683,38965 28109,45
"Fernando Prestes" 3515608 fernando-prestense "BENTO LUCHETTI JUNIOR" 169,99 5783 32,43 96,5 0,758 14,93 22629,27511 19679,36307 34512,03
Fernão 3515657 fernãoense "ADELCIO APARECIDO MARTINS" 100,504 1716 15,51 99,1 0,703 55,56 16383,49427 11484,03755 27240,48
"Ferraz de Vasconcelos" 3515707 ferrazense "JOSÉ CARLOS FERNANDES CHACON" 29,564 194276 5692,55 97,6 0,738 11,03 323758,51022 267262,32101 15830,42
"Flora Rica" 3515806 flora-riquense "JOSE DE CASTRO AGUIAR FILHO" 224,711 1464 7,78 99,1 0,727 45,45 14076,60941 12147,19562 24976,72
Floreal 3515905 florealense "JOÃO MANOEL DE CASTILHO" 204,236 2917 14,7 96,2 0,747 55,56 21076,83759 17439,96057 19937,6
"Flórida Paulista" 3516002 floridense "WILSON FROIO JUNIOR" 524,138 14640 24,47 98,9 0,715 23,08 36645,52178 31878,61943 13775,64
Florínea 3516101 "florinense ou florineano" "PAULO EDUARDO PINTO" 225,886 2676 12,54 96,6 0,713 25 19383,35856 16583,3992 83992,2
Franca 3516200 francano "GILSON DE SOUZA" 605,679 353187 526,09 98,2 0,78 8,8 720800,10493 693764,86769 27097,66
"Francisco Morato" 3516309 moratense "RENATA TORRES DE SENE" 49,001 175844 3147,8 95,8 0,703 10,93 322463,64999 283061,88222 8535,03
"Franco da Rocha" 3516408 franco-rochense "FRANCISCO DANIEL CELEGUIM DE MORAIS" 132,775 154489 980,95 95,7 0,731 14,24 323543,70556 283285,64064 20265,91
"Gabriel Monteiro" 3516507 monteirense "VANDERLEI ANTONINHO MENDONÇA" 138,681 2776 19,55 99,7 0,763 40 15779,89789 13892,2692 27089,48
Gália 3516606 galiense "RENATO INACIO GONÇALVES" 355,914 6548 19,69 97 0,709 38,46 24207,35271 20712,8507 20344,84
Garça 3516705 garcense "JOAO CARLOS DOS SANTOS" 555,807 44390 77,6 98,1 0,769 16,98 154647,85578 136606,83684 25999,84
"Gastão Vidigal" 3516804 vidigalense "ROBERTO CARLOS DA SILVA BRESEGHELLO" 180,569 4808 23,17 96,6 0,723 45,45 19004,98059 15221,79347 14241,82
"Gavião Peixoto" 3516853 gavionense "GUSTAVO MARTINS PICCOLO" 243,766 4789 18,13 98,7 0,719 14,49 45966,25853 37048,95802 177213,56
"General Salgado" 3516903 salgadense "LEANDRO ROGERIO DE OLIVEIRA" 494,376 10869 21,63 98,5 0,747 8,2 42540,83689 44198,69202 23729,64
Getulina 3517000 getulinense "ANTONIO CARLOS MAIA FERREIRA" 676,755 11409 15,86 99,4 0,717 10 31784,07308 27480,55568 17172,85
Glicério 3517109 glicerense "ILDO DE SOUZA" 272,8 4815 16,69 98,5 0,735 15,38 21450,50411 18523,22084 20221,31
Guaiçara 3517208 guaiçarense "OSVALDO AFONSO COSTA" 277,154 12168 39,35 98,4 0,739 12,5 34948,99189 29777,61906 15609,27
Guaimbê 3517307 guaimbeense "ALBERTINO DOMINGUES BRANDÃO" 217,811 5765 24,88 99 0,728 11,24 23824,10387 19316,37921 12562,26
Guaíra 3517406 guairense "JOSÉ EDUARDO COSCRATO LELIS" 1258,465 40790 29,72 97,8 0,753 6,26 184411,25061 156565,54772 91773,43
Guapiaçu 3517505 guapiaçuense "CARLOS CESAR ZAITUNE" 325,126 21454 55 98 0,725 4,17 77410,71367 61872,92947 25632,58
Guapiara 3517604 guapiense "JUSMARA RODOLFO PASSARO" 408,292 17157 44,08 96,7 0,675 36,76 50172,88751 44567,50092 17979,36
Guará 3517703 guaraense "MARCO AURÉLIO MIGLIORI" 362,183 21220 54,78 98 0,718 4,17 64882,21666 54904,99999 20036,12
Guaraçaí 3517802 guaraçaiense "NELSON KAZUMI TANAKA" 569,197 8323 14,8 98 0,719 42,25 30110,64922 25902,89786 27048,5
Guaraci 3517901 guaraciense "ELSON MACHADO SILVEIRA" 641,501 11188 15,55 97 0,737 16,26 52473,47949 47172,14591 34356,04
"Guarani d'Oeste" 3518008 guaraniense "NILSON TIMPORIM CAFFER" 85,7 2000 23,03 95,6 0,732 50 15147,01797 11610,59837 16860,59
Guarantã 3518107 guarantãense "CLAUDIO JOSE DA TRINDADE" 461,746 6664 13,89 98,9 0,713 44,12 23152,79477 18916,66553 24977,66
Guararapes 3518206 guararapense "TAREK DARGHAM" 955,637 32939 31,99 99,6 0,763 10,81 93651,17078 86915,60146 30233,85
Guararema 3518305 guararemense "ADRIANO DE TOLEDO LEITE" 270,816 29798 95,43 97,3 0,731 9,85 165358,38094 161319,60779 33161,69
Guaratinguetá 3518404 guaratinguetaense "MARCUS AUGUSTIN SOLIVA" 752,636 121798 148,91 97,8 0,798 13,79 314633,14171 304895,53466 43828,48
Guareí 3518503 guareiense "JOSÉ AMADEU DE BARROS" 567,884 18520 25,72 96,3 0,687 6,58 43590,84558 36441,06027 13664,68
Guariba 3518602 guaribense "FRANCISCO DIAS MANÇANO JUNIOR" 270,289 40105 131,29 97,3 0,719 9,96 112249,84688 94828,85351 22680,97
Guarujá 3518701 guarujaense "VALTER SUMAN" 144,794 320459 2026,8 95,9 0,751 18,51 1349179,76078 1153554,18582 27220,37
Guarulhos 3518800 guarulhense "GUSTAVO HENRIC COSTA" 318,675 1379182 3834,51 97,1 0,763 11,59 4189490,67768 3985438,68069 41318,74
Guatapará 3518859 guataparaense "JURACI COSTA DA SILVA" 413,567 7656 16,84 99,1 0,743 18,18 32270,6323 26671,09258 28824,48
Guzolândia 3518909 guzolandense "LUIZ ANTONIO PEREIRA DE CARVALHO" 252,477 5267 18,86 85,3 0,697 16,13 20936,0177 17601,96305 11900,44
Herculândia 3519006 herculandense "RICHARDSON BRANCO NUNES" 364,252 9526 23,85 98,4 0,727 9,71 26291,34958 22891,195 32176,87
Holambra 3519055 holambrense "FERNANDO FIORI DE GODOY" 65,577 14930 172,3 98,8 0,793 4,67 77486,37455 67934,48903 64813,35
Hortolândia 3519071 hortolandense "ANGELO AUGUSTO PERUGINI" 62,416 230851 3094,16 97,5 0,756 8,08 780150,07223 674186,19628 58188,31
Iacanga 3519105 iacanguense "ISMAEL EDSON BOIANI" 547,393 11710 18,29 96,7 0,745 7,63 48461,83495 41283,8993 36426,05
Iacri 3519204 iacriano "CARLOS ALBERTO FREIRE" 321,948 6321 19,9 99,4 0,733 17,86 20293,12789 17172,47081 31973,81
Iaras 3519253 iarense "FRANCISCO PINTO DE SOUZA" 401,381 9240 15,89 98,5 0,674 54,05 26898,17696 23493,36282 14701,4
Ibaté 3519303 ibateense "JOSE LUIZ PARELLA" 290,978 35104 105,74 97,6 0,703 3,98 90979,69721 82515,37296 26759,56
Ibirá 3519402 ibiraense "EDVARD ALBERTO COLOMBO" 271,912 12393 40,07 98,4 0,74 13,7 40858,64405 37142,19875 20329,69
Ibirarema 3519501 ibiraremense "THIAGO ANTÔNIO BRIGANÓ" 228,23 7753 29,45 97,4 0,708 29,85 27436,90193 23891,56961 23927,43
Ibitinga 3519600 ibitinguense "CRISTINA MARIA KALIL ARANTES" 689,391 60033 77,12 95,8 0,747 13,48 145376,47271 134351,73134 25233,68
Ibiúna 3519709 ibiunense "JOÃO BENEDICTO DE MELLO NETO" 1058,082 78878 67,31 95,8 0,71 12,74 199573,19264 184089,2641 21050,04
Icém 3519808 icense "MARIA DE LOURDES GOMES DA SILVA DE MORAI" 362,355 8243 20,58 98,5 0,72 27,27 35974,86526 33595,75417 22073,15
Iepê 3519907 iepense "ANTONIO MENOCCI" 594,974 8159 12,81 97,9 0,736 19,42 34905,48075 30166,2191 30222,73
"Igaraçu do Tietê" 3520004 iguaraçuense "CARLOS ALBERTO VARASQUIM" 97,747 24674 239,07 98,8 0,727 20,76 65624,76233 59175,84358 12177,1
Igarapava 3520103 igarapavense "JOSE RICARDO RODRIGUES MATTAR" 468,355 30432 59,7 97,8 0,768 6,71 90033,56975 82825,3599 35787,31
Igaratá 3520202 igaratense "CELSO FORTES PALAU" 292,953 9534 30,14 99,1 0,711 8,2 42457,14188 38532,21607 23020,44
Iguape 3520301 iguapense "WILSON ALMEIDA LIMA" 1978,795 30857 14,58 99,5 0,726 32,79 104794,14181 89269,86164 26430,11
Ilhabela 3520400 ilhabelense "MARCIO BATISTA TENÓRIO" 346,389 34970 81,13 98,3 0,756 9,43 635442,14033 417017,91236 184493,91
"Ilha Comprida" 3520426 "ilha compridense" "GERALDINO BARBOSA DE OLIVEIRA JÚNIOR" 196,567 11166 47,01 98,2 0,725 6,29 93861,35487 93029,52622 65028,5
"Ilha Solteira" 3520442 ilhense "EDSON GOMES" 652,641 26686 38,42 99,3 0,812 14,04 129475,89823 111432,11982 23641,14
Indaiatuba 3520509 indaiatubano "NILSON ALCIDES GASPAR" 311,545 251627 646,11 98,2 0,788 9,7 1136120,63336 959512,37517 56301,42
Indiana 3520608 indianense "CELEIDE APARECIDA FLORIANO" 129,367 4885 38,11 98 0,761 18,18 16701,6143 15678,78153 12414,47
Indiaporã 3520707 indiaporãense "ELAINE ALVARES SILVEIRA ROCHA" 279,606 3897 13,96 98,5 0,751 20,41 21291,88555 18982,09407 23480,79
"Inúbia Paulista" 3520806 inubense "JOAO SOARES DOS SANTOS" 87,119 3991 41,53 98,3 0,759 - 16473,58183 14359,47921 35570,58
Ipaussu 3520905 ipauçuense "SERGIO GALVANIN GUIDIO FILHO" 209,554 14971 65,17 97,9 0,727 15,71 47999,30933 42594,93842 24913,92
Iperó 3521002 iperoense "VANDERLEI POLIZELI" 170,289 37133 166,2 98,9 0,719 11,49 91127,24315 82686,38315 16164,47
Ipeúna 3521101 ipeunense "JOSE ANTONIO DE CAMPOS" 190,01 7546 31,66 98,8 0,753 9,62 30813,47041 26383,76638 97251,2
Ipiguá 3521150 ipiguaense "EMILIO PAZIANOTO" 136,028 5392 32,89 98,5 0,73 20 22996,58464 18141,67521 19439,57
Iporanga 3521200 iporanguense "VALMIR DA SILVA" 1152,059 4218 3,73 97,3 0,703 17,54 22215,41828 19385,15534 11743,97
Ipuã 3521309 ipuãnense "JOSE FRANCISCO SOUZA AVILA" 466,461 16409 30,37 98 0,749 10,53 59873,28611 54485,04373 23807,09
Iracemápolis 3521408 iracemapolense "FABIO FRANCISCO ZUZA" 115,118 24235 173,99 95,7 0,776 8,62 78956,61562 76107,80334 56294,14
Irapuã 3521507 irapuense "HAROLDO JOSE PEREIRA CIOCCA" 257,612 7993 28,21 97,9 0,713 12,5 23318,09912 20794,86392 18961,09
Irapuru 3521606 irapuruense "SILVIO USHIJIMA" 214,461 8294 36,24 95,1 0,712 25 20510,70134 18151,40176 10461,33
Itaberá 3521705 itaberaense "ALEX ROGERIO CAMARGO DE LACERDA" 1100,247 17556 16,08 97,9 0,693 32,26 58975,34391 52125,4518 29927,37
Itaí 3521804 itaiense "THIAGO DOS SANTOS MICHELIN" 1092,884 27125 22,17 97,9 0,713 3,03 99937,16476 76142,01532 22159,23
Itajobi 3521903 itajobiense "LAIRTO LUIZ PIOVESANA FILHO" 502,066 15262 28,99 94,9 0,73 17,24 77701,93202 63681,73156 78173,65
Itaju 3522000 itajuense "JOSE LUIS FURCIN" 230,355 3835 14,12 98,7 0,705 31,25 18533,45513 15729,53704 29092,19
Itanhaém 3522109 itanhaense "MARCO AURELIO GOMES DOS SANTOS" 601,711 101816 144,69 97,5 0,745 7,2 399005,3954 378386,3151 18811,6
Itaoca 3522158 itaoquense "FREDERICO DIAS BATISTA" 183,015 3328 17,64 98,8 0,68 47,62 17318,47582 16178,57517 11682,88
"Itapecerica da Serra" 3522208 itapecericano "JORGE JOSÉ DA COSTA" 150,742 175693 1011,57 96,8 0,742 10,39 427264,50588 366304,84686 19200,84
Itapetininga 3522307 itapetingano "SIMONE APARECIDA CURRALADAS DOS SANTOS" 1789,35 163901 80,65 96,4 0,763 15,6 448514,17401 426754,60157 27855,67
Itapeva 3522406 itapevense "LUIZ ANTONIO HUSSNE CAVANI" 1826,258 94354 48,05 98,4 0,732 8,01 324342,23975 263972,64795 25345,44
Itapevi 3522505 itapeviense "IGOR SOARES EBERT" 82,658 237700 2428,88 96,5 0,735 11,69 716998,9369 533970,66809 50533,58
Itapira 3522604 itapirense "JOSE NATALINO PAGANINI" 518,416 74773 132,21 98 0,762 23,66 266467,31633 250340,39636 46827,69
"Itapirapuã Paulista" 3522653 "itapirapuã paulistense" "JOAO BATISTA DE ALMEIDA CESAR" 406,478 4241 9,55 99 0,661 30,3 20170,10041 15842,4124 9131,97
Itápolis 3522703 itapolitano "EDMIR ANTONIO GONÇALVES" 996,747 43120 40,18 98,4 0,744 13,19 120554,9277 108053,13907 32121,54
Itaporanga 3522802 itaporanguense "VILSON APARECIDO RODRIGUES" 507,997 15149 28,66 97,9 0,719 20,2 32658,74372 34982,69882 20382,91
Itapuí 3522901 itapuiense "ANTONIO ALVARO DE SOUZA" 140,023 13992 86,46 96,5 0,725 32,47 49511,33824 40320,40542 45673,26
Itapura 3523008 itapurense "FABIO DOURADO" 301,653 4906 14,46 98 0,72 25 28077,67865 22979,43781 21217,12
Itaquaquecetuba 3523107 itaquaquecetubano "MAMORU NAKASHIMA" 82,622 370821 3895,24 96,4 0,714 12,92 628167,67634 573772,86888 19221,3
Itararé 3523206 itarareense "HELITON SCHEIDT DO VALLE" 1003,86 50503 47,76 98 0,703 15,55 113321,6603 100270,38884 17375,57
Itariri 3523305 itaririense "DINAMERICO GONÇALVES PERONI" 273,667 17436 56,53 96,4 0,677 12,82 39544,6352 34886,20054 15794,25
Itatiba 3523404 itatibense "DOUGLAS AUGUSTO PINHEIRO DE OLIVEIRA" 322,276 120858 314,9 97,8 0,778 8,54 373051,57991 368195,90964 47778,72
Itatinga 3523503 itatinguense "JOÃO BOSCO BORGES" 979,817 20697 18,42 98 0,706 3,64 69737,5931 60680,49774 15435,84
Itirapina 3523602 itirapinense "JOSE MARIA CANDIDO" 564,603 18157 27,49 97,8 0,724 11,7 69875,11967 63369,74657 21959,99
Itirapuã 3523701 itirapuãnense "RUI GONÇALVES" 161,118 6499 36,71 99,1 0,707 28,99 20045,65674 17688,96235 12222,24
Itobi 3523800 itobiano "ANTONIO ELIAS FILHO" 138,986 7841 54,2 98,6 0,717 35,71 18360,75407 16579,64617 15706,27
Itu 3523909 ituano "GUILHERME DOS REIS GAZZOLA" 640,719 173939 241,01 94,3 0,773 11,21 629552,20925 530163,51302 44504,91
Itupeva 3524006 itupevense "MARCO ANTONIO MARCHI" 200,816 61252 223,38 97,4 0,762 16,53 256241,78846 225371,51487 107387,5
Ituverava 3524105 ituveravense "ADRIANA QUIREZA JACOB LIMA MACHADO" 704,659 41824 54,87 97,9 0,765 6,24 150382,99356 136066,57043 39097,45
Jaborandi 3524204 jaborandiense "MARCOS ANTONIO DANIEL" 273,438 6929 24,11 98,3 0,711 48,39 29164,17778 25815,7643 20543,76
Jaboticabal 3524303 jaboticabalense "JOSÉ CARLOS HORI" 706,602 77263 101,42 97,9 0,778 13,02 291166,46826 269874,44489 35944,33
Jacareí 3524402 jacareiense "IZAIAS JOSÉ DE SANTANA" 464,272 233662 454,94 98,3 0,777 11,05 915153,68112 795619,47276 50886,68
Jaci 3524501 jaciense "RAFAEL TRÍDICO" 145,133 7067 38,87 97,7 0,723 11,49 28177,56046 23168,48995 50969,68
Jacupiranga 3524600 jacupiranguense "DEBORA CRISTINA VOLPINI" 704,189 17866 24,44 97,4 0,717 11,45 49043,22183 42477,18526 33783,26
Jaguariúna 3524709 jaguariunense "MÁRCIO GUSTAVO BERNARDES REIS" 141,391 57488 313,37 98 0,784 8,75 380624,36296 302431,47496 209320,86
Jales 3524808 jalesense "FLAVIO PRANDI FRANCO" 368,574 49107 127,57 98,9 0,776 9,69 145298,83935 135606,82028 28394,63
Jambeiro 3524907 jambeirense "CARLOS ALBERTO DE SOUZA" 184,413 6602 29,01 97,7 0,756 59,7 31790,23821 27670,64067 36787,92
Jandira 3525003 jandirense "PAULO FERNANDO BARUFI DA SILVA" 17,449 124937 6207,76 96,9 0,76 11,67 52875,34693 235985,83921 33158,63
Jardinópolis 3525102 jardinopolense "JOÃO CIRO MARCONI" 501,87 44380 74,99 97,1 0,735 14,52 129583,75955 120447,74933 24993,12
Jarinu 3525201 jarinuense "ELIANE LORENCINI CAMARGO" 207,549 30044 114,85 98,2 0,733 6,33 111672,99696 107960,03669 78890,07
Jaú 3525300 jauense "RAFAEL LUNARDELLI AGOSTINI" 687,103 150252 191,09 97,8 0,778 11,66 384451,35889 361304,59 31163,28
Jeriquara 3525409 jeriquarense "EDER LUIZ CARVALHO GONÇALVES" 141,971 3159 22,26 98 0,703 20,83 17853,98056 15767,01664 26095,3
Joanópolis 3525508 joanopolitano "MAURO APARECIDO GARCIA BANHOS" 374,293 13220 31,44 95,8 0,699 7,25 39221,68807 35825,19274 16043,39
"João Ramalho" 3525607 ramalhense "WAGNER MATHIAS" 415,452 4523 9,99 99,4 0,741 16,13 25663,13317 19048,1281 40077,94
"José Bonifácio" 3525706 bonifacense "CELSO OLIMAR CALGARO" 860,2 37015 38,1 99 0,777 4,26 103318,53105 85049,46331 38399,66
"Júlio Mesquita" 3525805 júlio-mesquitense "JOSE CARLOS MIRA" 128,183 4776 34,55 97,7 0,716 34,48 18017,77347 16294,30831 10875,6
Jumirim 3525854 jumirense "DARCI SCHIAVI" 56,685 3367 49,36 99,2 0,741 29,41 19564,13502 15938,5812 32107,9
Jundiaí 3525904 jundiaiense "LUIZ FERNANDO ARANTES MACHADO" 431,207 418962 858,42 98,2 0,822 10,55 2111466,92963 1856200,08543 100679,5
Junqueirópolis 3526001 junqueiropolense "HELIO APARECIDO MENDES FURINI" 582,565 20679 32,12 96,8 0,745 8,55 67489,3831 60105,34605 30128,38
Juquiá 3526100 juquiaense "RENATO DE LIMA SOARES" 812,799 18812 23,68 97,7 0,7 17,99 51990,46401 43324,19616 18842,54
Juquitiba 3526209 juquitibense "AYRES SCORSATTO" 522,169 31444 55,03 98,5 0,709 4,42 79486,51362 73190,19701 15653,16
Lagoinha 3526308 lagoinhense "TIAGO MAGNO DE OLIVEIRA" 255,472 4896 18,95 99 0,693 40 18654,63669 15385,31473 11048,85
"Laranjal Paulista" 3526407 laranjalense "ALCIDES DE MOURA CAMPOS JUNIOR" 384,274 28516 65,75 98,1 0,729 9,04 87439,74193 80132,34929 36123,07
Lavínia 3526506 lavinense "CLOVIS IZIDIO DE ALMEIDA" 537,675 11980 16,33 98,6 0,721 14,49 40123,56455 31920,57164 13224,6
Lavrinhas 3526605 lavrinhense "SERGIO RUGGERI DE MELO" 167,067 7260 39,45 98,5 0,729 30,93 23388,76075 21425,97988 15329,69
Leme 3526704 lemense "WAGNER RICARDO ANTUNES FILHO" 402,871 103391 227,75 97,7 0,744 9,07 321603,55201 282627,06268 29434,15
"Lençóis Paulista" 3526803 lençoiense "ANDERSON PRADO DE LIMA" 809,541 68432 75,88 99 0,764 5,81 277427,36276 209268,7412 38248,16
Limeira 3526902 limeirense "MÁRIO CELSO BOTION" 580,711 306114 475,32 97,7 0,775 8,01 1030815,94674 900521,4526 40393,18
Lindóia 3527009 lindoiano "LUIZ CARLOS SCARPIONI ZAMBOLIM" 48,756 7980 137,67 97,4 0,742 28,57 32919,82535 30620,69173 21407,13
Lins 3527108 linense "EDGAR DE SOUZA" 570,058 78013 124,98 98,4 0,786 10,66 204526,51546 182873,7478 46402,67
Lorena 3527207 lorenense "FABIO MARCONDES" 414,16 88706 199,29 97,2 0,766 7,92 203443,38155 187990,75789 27729,79
Lourdes 3527256 lourdense "GISELE TONCHIS" 113,94 2289 18,71 98,4 0,742 90,91 14174,37069 12043,96269 17116,41
Louveira 3527306 louveirense "NICOLAU FINAMORE JUNIOR" 55,133 48885 673,37 97,3 0,777 15,04 474676,11413 383525,37831 300639,4
Lucélia 3527405 luceliense "CARLOS ANANIAS CAMPOS DE SOUZA JUNIOR" 314,81 21747 63,17 99,4 0,752 5,85 54482,53775 44593,98147 19958,94
Lucianópolis 3527504 lucianopolense "HUMBERTO ZANINOTO MALDONADO" 189,536 2394 11,85 99,1 0,733 35,71 16106,81847 12906,07153 20494,96
"Luís Antônio" 3527603 luís-antoniense "GABRIEL CARVALHAES ROSATTI" 598,257 14947 18,85 99,4 0,731 26,6 72400,55207 60721,43339 94395,57
Luiziânia 3527702 luiziano "RICARDO MATHIAS BERTAGLIA" 166,576 5790 30,2 92,8 0,702 17,54 17628,60665 15679,586 12539,7
Lupércio 3527801 lupercense "ANEZIO KEMP" 155,171 4584 28,18 94,5 0,724 45,45 17166,49454 16094,20027 15201,35
Lutécia 3527900 luteciano "EDUARDO GIROTTO" 475,226 2649 5,71 93,7 0,72 23,26 17603,81229 14802,29419 34162,21
Macatuba 3528007 macatubense "MARCOS DONIZETI OLIVATTO" 224,514 17163 72,19 99,3 0,77 15,63 74107,33272 62454,57101 35562,72
Macaubal 3528106 macaubalense "WANDERLEI MELHADO GUIZZI" 248,087 8120 30,88 97,9 0,743 22,22 24363,14069 21438,26452 19851,42
Macedônia 3528205 macedoniense "LUCILENE CABREIRA GARCIA MARSOLA" 327,567 3698 11,18 99,3 0,74 41,67 21297,58123 18452,17525 20349,57
Magda 3528304 magdense "VIVIANE APARECIDA CASELLI VITAL" 312,282 3119 10,27 96,5 0,753 31,25 23503,51894 20815,79342 33459,05
Mairinque 3528403 mairinquense "OVÍDIO ALEXANDRE AZZINI" 210,149 47150 205,53 96,9 0,743 11,9 151739,80604 154356,79392 36639,11
Mairiporã 3528502 mairiporense "ANTONIO SHIGUEYUKI AIACYDA" 320,697 100179 252,44 98,1 0,788 8,77 256281,70262 217090,97814 17957,29
Manduri 3528601 mandurinense "PAULO ROBERTO MARTINS" 229,046 9846 39,26 98,9 0,739 9,17 27217,50205 24110,31096 21570,24
"Marabá Paulista" 3528700 marabaense "MIGUEL DUARTE COSTA" 919,519 5853 5,24 99 0,677 52,63 21513,32058 18853,70276 21499,29
Maracaí 3528809 maracaiense "EDUARDO CORREA SOTANA" 533,498 14002 24,97 98,3 0,771 18,87 48883,69285 43049,32467 29700,8
Marapoama 3528858 marapoamense "MARCIO PERPETUO AUGUSTO" 111,267 3031 23,66 99,4 0,752 30,3 19199,59903 15474,83459 58682,15
Mariápolis 3528908 mariapolense "VALDIR DANTAS DE FIGUEIREDO" 186,544 4084 21,07 97,5 0,718 26,32 15325,24935 13397,74638 14864,67
Marília 3529005 mariliense "DANIEL ALONSO" 1170,515 238882 185,21 97,8 0,798 9,55 841368,05861 783340,44246 32816,72
Marinópolis 3529104 marinopolense "JOAQUIM VIEIRA PERES" 77,827 2112 27,15 97,6 0,731 41,67 15171,34577 11991,6459 16162,96
Martinópolis 3529203 martinopolense "CRISTIANO MACEDO ENGEL" 1253,564 26461 19,33 98,1 0,721 18,52 76837,15949 69770,48191 17718,19
Matão 3529302 matonense "JOSÉ EDINARDO ESQUETINI" 524,899 83170 146,3 97,7 0,773 7,9 237770,17797 222800,23445 46434
Mauá 3529401 mauaense "ATILA CESAR MONTEIRO JACOMUSSI" 61,909 472912 6741,41 97,4 0,766 9,08 980419,20244 911004,89057 35251,59
Mendonça 3529500 mendoncino "ANTONINO CAETANO DE SOUZA" 195,151 5490 23,79 98,1 0,744 15,15 28462,22507 26558,65451 45212,69
Meridiano 3529609 meridianense "ORIVALDO RIZZATO" 228,199 3836 16,82 98,5 0,731 20 25373,6573 21836,25388 74451,94
Mesópolis 3529658 mesopolense "LEANDRO APARECIDO POLARINI" 148,636 1908 12,67 100 0,724 38,46 17661,80335 14849,39683 29739,85
Miguelópolis 3529708 miguelopense "NAIM MIGUEL NETO" 820,849 22226 24,88 98,6 0,741 7,43 86649,89567 75581,94914 51020,73
"Mineiros do Tietê" 3529807 mineirense "JOSÉ CARLOS VENDRAMINI" 213,242 12908 56,45 98,3 0,73 22,39 33021,69165 30577,89194 14285,79
Miracatu 3529906 miracatuense "EZIGOMAR PESSOA JUNIOR" 1001,484 19779 20,56 97,1 0,697 30,1 68104,83521 63915,42351 21029,7
"Mira Estrela" 3530003 mira-estrelense "MARCIO HAMILTON CASTREQUINI BORGES" 216,825 3086 13,01 97,2 0,743 41,67 23360,99888 18488,32167 21890,74
Mirandópolis 3530102 mirandopolense "REGINA CELIA MUSTAFA ARAUJO" 917,694 29564 29,91 97,9 0,751 7,43 87710,76706 71720,71888 21014,68
"Mirante do Paranapanema" 3530201 mirantense "ATILA RAMIRO MENEZES DOURADO" 1238,931 18259 13,77 98,8 0,724 16,67 66544,21737 53839,25176 22740,12
Mirassol 3530300 mirassolense "ANDRE RICARDO VIEIRA" 243,228 59824 221,1 93,5 0,762 6,93 163458,62973 150439,15365 33298,79
Mirassolândia 3530409 mirassolandense "JOÃO CARLOS FERNANDES" 166,125 4871 25,85 96,9 0,738 18,87 16915,01936 15061,45421 23145,23
Mococa 3530508 mocoquense "FELIPE NIERO NAUFEL" 855,156 68885 77,55 98,9 0,762 11,18 183202,42222 178334,89411 32298,34
"Mogi das Cruzes" 3530607 mogiano "MARCUS VINICIUS DE ALMEIDA E MELO" 712,541 445842 544,12 97,7 0,783 9,46 1496004,06203 1450291,40855 33350,06
"Mogi Guaçu" 3530706 guaçuano "WALTER CAVEANHA" 812,753 151888 168,99 97,9 0,774 11,17 508193,49579 455038,22182 37199,26
"Mogi Mirim" 3530805 mogi-miriano "CARLOS NELSON BUENO" 497,708 93189 173,77 97,4 0,784 10,47 362655,43793 333425,3257 48253,07
Mombuca 3530904 mombucano "MARIA RUTH BELLANGA DE OLIVEIRA" 133,698 3493 24,43 97,8 0,719 40,82 19183,51657 15458,33643 26772,52
Monções 3531001 monçolense "DOUGLAS ANTONIO HONORATO" 104,352 2259 20,45 100 0,772 38,46 23140,05603 17874,97115 32664,28
Mongaguá 3531100 mongaguano "MARCIO MELO GOMES" 143,205 56702 326 98,3 0,754 23,91 211556,8439 186525,60825 18173,41
"Monte Alegre do Sul" 3531209 monte-alegrense "EDSON RODRIGO DE OLIVEIRA CUNHA" 110,308 8038 64,84 98,3 0,759 24,69 27451,17338 24882,21637 21162,58
"Monte Alto" 3531308 monte-altense "JOAO PAULO DE CAMARGO VICTORIO" 346,95 50498 134,61 98,6 0,768 18,4 136384,82479 122760,62639 32468,71
"Monte Aprazível" 3531407 monte-aprazivelense "NELSON LUIZ ARANJUES MONTORO" 495,559 25087 43,76 98,8 0,785 4,39 66523,95899 59848,47029 29700,73
"Monte Azul Paulista" 3531506 monte-azulense "MARCELO OTAVIANO DOS SANTOS" 263,462 19008 71,86 98,6 0,753 8,7 70925,69797 66870,12515 29239,54
"Monte Castelo" 3531605 monte-castelense "JOSÉ NILTON DA SILVA" 233,547 4166 17,47 98,2 0,741 25,64 22572,16981 18067,72349 24294,4
"Monteiro Lobato" 3531704 lobatense "DANIELA DE CÁSSIA SANTOS BRITO" 332,742 4653 12,38 96,5 0,71 54,55 18487,1924 15226,56083 13315,23
